channel,clockSkewed,defaultBrowser,dnt,hasFlash,locale,received,score,searchEngine,series,silverlight,version,usingNonIncludedSearchEngine
beta,0,0,0,1,en-us,2015-12-05 06:44:13,5,google,41,0,41.0,0
beta,0,1,0,1,en-us,2015-12-05 06:46:47,2,google,43,0,43.0,0
beta,0,0,1,0,en-us,2015-12-05 06:57:28,4,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-05 07:01:13,5,yahoo,43,1,43.0,0
release,0,0,1,1,en-us,2015-12-05 07:12:56,5,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-05 07:21:41,1,google,43,0,43.0,0
aurora,0,0,0,1,en-us,2015-12-05 07:31:50,1,yahoo,44,1,44.0a2,0
beta,0,1,0,0,en-us,2015-12-05 07:38:33,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-05 07:42:27,5,google,43,0,43.0,0
aurora,0,1,0,1,en-us,2015-12-05 07:43:02,5,google,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-05 07:47:26,3,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-05 07:48:18,4,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-05 07:48:53,5,yahoo,42,0,42.0,0
release,0,1,1,1,en-us,2015-12-05 07:50:07,3,other,42,1,42.0,1
release,0,1,0,0,en-us,2015-12-05 07:58:01,1,other,42,0,42.0,1
beta,0,0,0,1,en-us,2015-12-05 08:09:33,1,other,43,0,43.0,1
beta,0,1,0,1,en-us,2015-12-05 08:11:18,5,google,43,0,43.0,0
aurora,0,0,0,1,en-us,2015-12-05 08:36:25,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-05 08:57:30,5,google,42,1,42.0,0
beta,0,0,0,1,en-us,2015-12-05 09:04:06,1,google,43,0,43.0,0
release,0,1,0,0,en-us,2015-12-05 09:10:06,5,yahoo,42,0,42.0,0
aurora,0,0,0,1,en-gb,2015-12-05 09:11:59,5,google,41,1,41.0a2,0
beta,0,0,0,1,en-us,2015-12-05 09:12:02,5,other,43,1,43.0,1
aurora,0,1,1,1,en-us,2015-12-05 09:12:45,5,bing,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-05 09:25:12,5,google,43,0,43.0,0
aurora,0,1,0,1,en-us,2015-12-06 11:05:11,5,google,44,1,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-05 10:06:05,5,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-05 10:25:17,1,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-05 10:31:13,5,google,42,1,42.0,0
aurora,0,0,0,1,en-gb,2015-12-05 10:37:59,5,ddg,44,0,44.0a2,0
beta,0,1,0,0,en-us,2015-12-05 10:43:21,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-05 11:01:06,5,google,43,0,43.0,0
nightly,0,0,1,1,en-us,2015-12-05 11:20:39,4,google,45,1,45.0a1,0
aurora,0,0,0,1,en-us,2015-12-05 11:21:55,5,google,44,0,44.0a2,0
beta,0,1,0,0,en-us,2015-12-05 11:22:08,5,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-05 11:25:13,3,google,42,1,42.0,0
nightly,0,1,0,0,en-us,2015-12-05 11:55:46,5,google,45,0,45.0a1,0
release,0,1,0,1,en-gb,2015-12-05 12:07:06,4,other,42,0,42.0,1
nightly,0,1,1,0,en-us,2015-12-05 12:38:17,5,ddg,45,0,45.0a1,0
release,0,1,0,0,en-us,2015-12-05 13:09:12,5,google,42,1,42.0,0
aurora,0,1,0,1,en-us,2015-12-05 13:13:44,5,google,44,0,44.0a2,0
aurora,0,1,1,0,en-us,2015-12-05 13:55:13,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-05 14:45:42,5,google,43,0,43.0,0
aurora,0,1,0,1,en-us,2015-12-05 15:33:07,5,google,44,0,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-05 15:28:57,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-05 15:53:20,4,google,42,1,42.0,0
aurora,0,1,0,1,en-us,2015-12-05 15:59:36,5,other,44,1,44.0a2,1
release,0,0,1,1,en-us,2015-12-05 16:23:02,3,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-05 16:40:22,5,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-05 16:41:19,5,yahoo,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-05 17:24:33,5,google,43,0,43.0,0
beta,0,1,1,1,en-us,2015-12-05 17:48:54,5,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-05 18:07:05,5,other,43,0,43.0,1
beta,0,1,0,1,en-us,2015-12-05 18:17:01,5,google,43,1,43.0,0
beta,0,0,0,1,en-us,2015-12-05 18:15:25,3,yahoo,43,1,43.0,0
aurora,0,1,1,1,en-us,2015-12-05 19:21:35,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-05 19:23:16,5,other,42,0,42.0,1
beta,0,1,0,1,en-us,2015-12-05 19:43:59,5,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-05 20:14:26,4,other,42,1,42.0,1
release,0,0,0,1,en-us,2015-12-05 20:14:54,5,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-05 20:49:14,5,google,43,0,43.0,0
aurora,0,1,1,1,en-us,2015-12-05 20:50:14,5,ddg,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-05 21:22:37,5,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-05 21:24:14,1,google,42,0,42.0,0
aurora,0,1,0,1,en-us,2015-12-05 22:34:48,5,google,44,0,44.0a2,0
nightly,0,1,0,0,en-us,2015-12-05 21:36:34,4,google,45,0,45.0a1,0
beta,0,1,0,0,en-us,2015-12-05 21:46:51,1,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-05 21:53:40,4,google,43,0,43.0,0
aurora,0,1,1,0,en-us,2015-12-05 22:07:25,5,other,43,0,43.0a2,1
aurora,0,1,0,1,en-us,2015-12-05 22:10:35,5,google,44,0,44.0a2,0
nightly,0,1,1,0,en-us,2015-12-05 22:11:39,4,other,45,0,45.0a1,1
beta,0,0,1,1,en-us,2015-12-05 22:32:50,5,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-05 22:49:16,5,other,43,0,43.0,1
beta,0,1,0,0,en-us,2015-12-05 22:58:24,1,google,43,0,43.0,0
beta,1,1,0,0,en-us,2015-12-05 23:25:00,5,wikipedia,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-05 23:44:26,4,other,43,0,43.0,1
release,0,1,0,1,en-us,2015-12-05 23:49:53,5,other,42,0,42.0,1
beta,0,1,0,0,en-us,2015-12-05 23:52:03,5,other,43,0,43.0,1
beta,0,1,1,0,en-us,2015-12-06 00:02:26,3,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-06 00:27:14,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-06 00:38:04,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-06 01:10:56,5,google,43,1,43.0,0
release,0,1,0,1,en-us,2015-12-06 01:09:54,1,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-06 01:11:10,1,other,43,0,43.0,1
beta,0,0,0,1,en-us,2015-12-06 01:26:51,5,google,43,1,43.0,0
release,0,1,0,1,en-us,2015-12-06 01:26:29,5,other,42,1,42.0,1
beta,0,1,0,1,en-us,2015-12-06 01:37:51,1,other,43,0,43.0,1
aurora,0,0,0,1,en-us,2015-12-06 01:47:57,5,ddg,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-06 01:59:20,5,google,43,1,43.0,0
beta,0,1,1,1,en-us,2015-12-06 02:12:30,3,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-06 02:30:57,5,google,43,0,43.0,0
nightly,0,1,0,1,en-us,2015-12-06 02:38:18,5,google,45,0,45.0a1,0
release,0,0,1,1,en-us,2015-12-06 02:44:29,5,other,42,0,42.0,1
nightly,0,1,0,0,en-us,2015-12-06 02:45:55,3,google,45,1,45.0a1,0
beta,0,1,0,1,en-us,2015-12-06 02:59:51,5,google,43,0,43.0,0
beta,0,1,1,1,en-us,2015-12-06 03:07:07,3,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-06 03:29:43,3,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-06 03:37:54,1,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-06 03:54:06,5,google,42,1,42.0,0
release,0,1,1,0,en-us,2015-12-06 04:00:25,5,google,42,0,42.0,0
release,0,0,0,1,en-us,2015-12-06 04:13:44,5,google,42,0,42.0,0
nightly,0,0,0,0,en-us,2015-12-06 04:14:29,3,google,45,0,45.0a1,0
beta,0,0,0,1,en-us,2015-12-06 04:46:23,5,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-06 04:55:00,4,other,42,0,42.0,1
aurora,0,1,0,1,en-us,2015-12-06 04:56:10,4,google,44,1,44.0a2,0
beta,0,0,0,1,en-us,2015-12-06 05:07:01,1,other,43,0,43.0,1
beta,0,1,0,0,en-us,2015-12-06 05:10:39,5,google,43,0,43.0,0
aurora,0,1,0,1,en-us,2015-12-06 05:14:02,5,google,44,1,44.0a2,0
aurora,0,0,0,1,en-us,2015-12-06 05:30:56,5,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-06 05:24:59,5,google,43,1,43.0,0
beta,0,1,0,0,en-us,2015-12-06 05:25:09,5,google,43,0,43.0,0
release,0,0,0,1,en-us,2015-12-06 05:26:50,4,other,42,0,42.0,1
release,0,1,0,1,en-us,2015-12-06 05:44:32,5,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-06 06:05:27,3,google,42,1,42.0,0
aurora,0,0,0,0,en-us,2015-12-06 06:10:09,5,google,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-06 06:25:56,5,google,42,1,42.0,0
beta,0,0,0,1,en-us,2015-12-06 06:39:02,5,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-06 06:50:36,5,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-06 07:07:46,5,other,43,0,43.0,1
beta,0,1,1,1,en-us,2015-12-06 07:51:17,4,google,43,1,43.0,0
aurora,0,1,0,1,en-us,2015-12-06 07:14:24,5,ddg,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-06 07:14:32,5,ddg,43,1,43.0,0
release,0,1,0,1,en-us,2015-12-06 07:22:34,5,google,42,0,42.0,0
aurora,0,1,0,1,en-us,2015-12-06 07:35:11,4,google,44,1,44.0a2,0
aurora,0,0,0,1,en-us,2015-12-06 07:46:34,5,google,44,0,44.0a2,0
beta,0,0,0,1,en-us,2015-12-06 07:39:13,5,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-06 07:54:03,5,other,43,0,43.0,1
release,0,1,0,1,en-us,2015-12-06 08:02:33,5,google,42,0,42.0,0
beta,0,1,0,0,en-us,2015-12-06 08:04:26,5,other,43,0,43.0,1
beta,0,1,0,1,en-us,2015-12-06 08:15:05,1,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-06 08:20:09,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-06 08:25:13,4,google,43,0,43.0,0
beta,0,0,1,1,en-us,2015-12-06 08:27:15,4,google,43,1,43.0,0
aurora,0,1,1,0,en-us,2015-12-06 08:38:26,4,ddg,44,0,44.0a2,0
beta,0,0,0,0,en-us,2015-12-06 08:41:55,1,other,43,0,43.0,1
beta,0,1,1,0,en-us,2015-12-06 08:46:17,4,bing,43,1,43.0,0
aurora,0,0,0,0,en-us,2015-12-06 08:48:35,5,google,44,1,44.0a2,0
beta,0,1,1,1,en-us,2015-12-06 09:01:49,2,other,43,1,43.0,1
beta,0,1,0,0,en-us,2015-12-06 09:13:44,5,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-06 09:16:09,2,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-06 09:26:09,5,google,43,0,43.0,0
aurora,0,1,0,0,en-us,2015-12-06 09:46:36,4,other,44,0,44.0a2,1
aurora,0,0,0,1,en-us,2015-12-06 10:12:55,5,google,44,0,44.0a2,0
aurora,0,0,0,1,en-us,2015-12-06 10:08:53,5,bing,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-06 10:41:33,5,google,42,1,42.0,0
nightly,0,0,1,1,en-us,2015-12-06 10:48:56,4,google,45,0,45.0a1,0
release,0,1,1,1,en-us,2015-12-06 11:07:56,3,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-06 11:13:15,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-06 11:17:43,3,google,43,1,43.0,0
release,0,0,1,1,en-us,2015-12-06 11:22:48,1,yahoo,42,1,42.0,0
aurora,0,1,0,1,en-us,2015-12-06 11:26:31,5,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-06 11:41:42,4,google,43,1,43.0,0
release,0,1,1,1,en-us,2015-12-06 11:43:03,4,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-06 11:57:31,5,google,43,1,43.0,0
release,0,0,0,1,en-us,2015-12-06 12:04:19,5,google,42,0,42.0,0
release,0,0,0,1,en-us,2015-12-06 12:14:19,5,google,42,1,42.0,0
nightly,0,1,0,1,en-us,2015-12-06 12:17:22,5,google,45,0,45.0a1,0
beta,0,1,1,1,en-us,2015-12-06 12:21:12,5,other,43,1,43.0,1
release,0,1,1,1,en-us,2015-12-06 12:22:56,4,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-06 12:27:57,5,google,42,0,42.0,0
release,0,0,0,1,en-us,2015-12-06 12:42:07,5,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-06 13:03:04,5,yahoo,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-06 13:04:22,5,ddg,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-06 13:27:44,4,yahoo,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-06 13:21:06,5,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-06 13:25:44,1,yahoo,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-06 13:28:02,5,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-06 13:32:33,5,google,43,0,43.0,0
nightly,0,1,1,1,en-us,2015-12-06 14:08:49,3,google,45,1,45.0a1,0
beta,0,1,0,1,en-us,2015-12-06 14:17:15,5,google,43,0,43.0,0
nightly,0,1,0,1,en-us,2015-12-06 14:30:44,5,google,45,0,45.0a1,0
nightly,0,0,0,1,en-us,2015-12-06 14:32:52,5,ddg,45,0,45.0a1,0
beta,0,0,0,1,en-us,2015-12-06 14:34:23,4,google,43,0,43.0,0
release,0,1,1,1,en-us,2015-12-06 14:36:24,5,other,42,1,42.0,1
beta,0,1,0,1,en-us,2015-12-06 15:29:14,1,google,43,0,43.0,0
nightly,0,0,1,0,en-us,2015-12-06 15:18:45,1,google,45,0,45.0a1,0
aurora,0,1,1,1,en-us,2015-12-06 15:30:25,5,google,44,1,44.0a2,0
release,0,1,1,1,en-us,2015-12-06 15:49:01,4,google,42,1,42.0,0
aurora,0,1,0,1,en-us,2015-12-06 16:11:42,5,google,44,0,44.0a2,0
aurora,0,0,0,0,en-us,2015-12-06 16:10:45,5,yahoo,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-06 16:20:44,4,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-06 16:36:54,5,google,42,1,42.0,0
nightly,0,1,0,1,en-us,2015-12-06 17:08:13,5,google,45,0,45.0a1,0
release,0,1,1,1,en-us,2015-12-06 17:27:51,4,google,42,1,42.0,0
nightly,0,1,0,1,en-us,2015-12-06 17:40:12,4,ddg,45,1,45.0a1,0
release,0,1,0,1,en-us,2015-12-06 17:47:19,4,other,42,0,42.0,1
aurora,0,1,1,1,en-us,2015-12-06 18:27:39,5,google,44,1,44.0a2,0
nightly,0,0,0,1,en-us,2015-12-06 18:03:21,5,ddg,45,1,45.0a1,0
release,0,0,0,1,en-us,2015-12-06 18:09:31,5,other,42,1,42.0,1
beta,0,1,1,1,en-us,2015-12-06 18:15:59,4,other,43,0,43.0,1
aurora,0,0,0,1,en-us,2015-12-06 18:19:36,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-06 18:26:54,5,google,43,0,43.0,0
release,0,0,0,0,en-us,2015-12-06 19:22:53,5,google,42,0,42.0,0
release,0,1,1,1,en-us,2015-12-06 19:29:48,5,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-06 19:42:58,1,other,42,0,42.0,1
beta,0,0,0,0,en-us,2015-12-06 20:10:11,3,google,43,0,43.0,0
release,0,0,0,1,en-us,2015-12-06 20:16:58,3,yahoo,42,1,42.0,0
beta,0,0,0,1,en-us,2015-12-06 20:22:36,3,google,43,0,43.0,0
release,0,0,0,1,en-us,2015-12-06 20:25:57,5,google,42,1,42.0,0
aurora,0,1,0,1,en-us,2015-12-06 20:43:01,5,google,44,0,44.0a2,0
release,0,1,0,0,en-us,2015-12-06 21:06:40,5,google,42,0,42.0,0
beta,0,0,0,0,en-us,2015-12-06 21:18:47,1,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-06 21:33:43,5,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-06 21:36:08,2,google,43,0,43.0,0
release,0,1,1,1,en-us,2015-12-06 21:38:12,5,google,42,1,42.0,0
release,0,1,0,0,en-us,2015-12-06 21:49:31,5,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-06 21:58:24,2,google,43,0,43.0,0
nightly,0,1,0,0,en-us,2015-12-06 22:08:07,4,google,45,1,45.0a1,0
beta,0,1,0,1,en-us,2015-12-06 22:35:28,4,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-06 22:41:06,5,other,43,1,43.0,1
release,0,1,0,1,en-us,2015-12-06 22:51:06,5,google,42,0,42.0,0
beta,0,1,0,0,en-us,2015-12-07 02:48:36,2,google,43,0,43.0,0
release,0,1,0,1,en-gb,2015-12-06 23:25:27,4,google,42,1,42.0,0
beta,0,1,0,0,en-us,2015-12-06 23:38:41,5,google,42,0,42.0,0
beta,0,1,0,0,en-us,2015-12-07 00:00:52,3,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-07 00:04:35,5,google,43,1,43.0,0
beta,0,0,0,0,en-us,2015-12-07 04:38:01,5,google,43,0,43.0,0
aurora,0,1,0,0,en-us,2015-12-07 00:09:45,5,google,44,0,44.0a2,0
aurora,0,1,0,0,en-us,2015-12-07 00:36:46,5,google,44,0,44.0a2,0
beta,0,0,0,1,en-us,2015-12-07 00:54:46,5,google,43,1,43.0,0
nightly,0,0,0,0,en-us,2015-12-07 01:22:31,5,google,45,1,45.0a1,0
beta,0,0,1,1,en-us,2015-12-07 00:57:21,5,google,43,1,43.0,0
aurora,0,1,0,1,en-us,2015-12-07 01:03:04,5,google,44,0,44.0a2,0
beta,0,0,0,1,en-us,2015-12-07 01:04:51,5,other,43,0,43.0,1
aurora,0,1,0,1,en-us,2015-12-07 01:06:30,5,google,44,0,44.0a2,0
aurora,0,1,1,1,en-us,2015-12-07 01:31:15,1,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-07 01:35:27,4,google,43,0,43.0,0
aurora,0,1,0,1,en-us,2015-12-07 01:51:56,4,google,44,1,44.0a2,0
aurora,0,0,0,1,en-us,2015-12-07 02:07:07,4,google,44,1,44.0a2,0
beta,0,0,0,0,en-gb,2015-12-07 02:08:03,5,google,43,0,43.0,0
aurora,0,1,1,0,en-us,2015-12-07 03:08:32,5,google,44,1,44.0a2,0
beta,0,1,0,0,en-us,2015-12-07 02:35:19,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-07 02:39:19,4,other,43,0,43.0,1
aurora,0,0,0,1,en-us,2015-12-07 02:56:31,5,google,44,1,44.0a2,0
release,0,1,1,1,en-us,2015-12-07 03:03:43,5,other,42,0,42.0,1
aurora,0,0,0,1,en-us,2015-12-07 05:02:24,5,google,44,0,44.0a2,0
release,0,0,0,1,en-us,2015-12-07 03:24:39,4,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-07 03:38:36,5,google,42,1,42.0,0
beta,0,1,1,1,en-gb,2015-12-07 03:42:43,5,ddg,43,1,43.0,0
beta,0,0,0,1,en-us,2015-12-07 03:45:05,4,google,43,0,43.0,0
release,0,0,0,1,en-us,2015-12-07 04:04:23,3,yahoo,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-07 04:15:00,5,google,42,1,42.0,0
aurora,0,1,0,1,en-us,2015-12-07 04:43:26,5,google,44,0,44.0a2,0
beta,0,1,0,0,en-us,2015-12-07 04:48:35,5,google,43,1,43.0,0
aurora,0,1,0,1,en-us,2015-12-07 04:50:58,4,google,44,0,44.0a2,0
aurora,0,0,0,1,en-us,2015-12-07 04:54:48,4,other,44,0,44.0a2,1
beta,0,1,0,1,en-us,2015-12-07 05:08:47,3,google,43,1,43.0,0
release,0,1,1,1,en-us,2015-12-07 05:18:49,1,google,41,1,41.0.2,0
aurora,0,1,1,0,en-us,2015-12-07 05:16:48,5,ddg,44,0,44.0a2,0
release,0,0,0,1,en-us,2015-12-07 05:20:07,5,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-07 05:20:50,4,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-07 05:26:02,5,google,43,0,43.0,0
release,0,1,1,1,en-us,2015-12-07 05:32:50,5,google,41,1,41.0.2,0
aurora,0,1,1,0,en-us,2015-12-07 05:44:04,5,ddg,44,0,44.0a2,0
aurora,0,0,0,1,en-us,2015-12-07 05:47:57,2,other,44,1,44.0a2,1
release,0,0,0,1,en-us,2015-12-07 06:08:32,5,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-07 06:21:03,3,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-07 06:26:01,4,google,43,0,43.0,0
aurora,0,0,0,1,en-us,2015-12-07 06:30:21,5,google,44,1,44.0a2,0
release,0,1,1,1,en-us,2015-12-07 06:32:30,5,google,42,1,42.0,0
release,0,1,1,1,en-gb,2015-12-07 06:45:28,5,google,42,1,42.0,0
aurora,0,1,0,1,en-us,2015-12-07 06:50:37,5,google,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-07 06:54:33,5,other,42,1,42.0,1
beta,0,0,1,1,en-us,2015-12-07 06:59:42,5,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-07 07:09:03,1,other,43,1,43.0,1
beta,0,1,1,1,en-gb,2015-12-07 07:09:15,5,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-07 07:27:34,5,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-07 07:29:43,4,yahoo,42,1,42.0,0
beta,0,1,1,1,en-us,2015-12-07 07:46:02,5,google,40,1,40.0,0
beta,0,0,0,0,en-us,2015-12-07 07:51:31,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-07 08:38:26,2,other,43,0,43.0,1
release,0,1,0,1,en-us,2015-12-07 08:23:49,4,google,42,0,42.0,0
release,0,0,0,1,en-us,2015-12-07 08:25:31,5,other,42,1,42.0,1
beta,0,1,1,1,en-us,2015-12-07 08:27:41,5,yahoo,43,1,43.0,0
release,0,0,0,1,en-us,2015-12-07 08:28:05,4,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-07 08:29:30,5,yahoo,43,0,43.0,0
beta,0,0,0,0,en-us,2015-12-07 08:46:33,3,google,43,0,43.0,0
release,0,0,1,0,en-us,2015-12-07 08:45:47,5,yahoo,42,0,42.0,0
nightly,0,1,0,1,en-us,2015-12-07 08:45:55,1,other,45,1,45.0a1,1
nightly,0,1,1,0,en-us,2015-12-07 08:51:09,5,ddg,45,1,45.0a1,0
beta,0,0,0,1,en-us,2015-12-07 09:07:49,5,wikipedia,43,1,43.0,0
beta,0,1,1,1,en-us,2015-12-07 09:11:05,4,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-07 09:36:34,4,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-07 09:43:43,5,google,43,0,43.0,0
beta,0,0,0,0,en-us,2015-12-07 09:58:41,4,google,43,0,43.0,0
nightly,0,0,1,1,en-us,2015-12-07 09:55:33,4,google,45,0,45.0a1,0
beta,0,0,1,1,en-us,2015-12-07 10:05:22,5,ddg,43,1,43.0,0
release,0,0,0,1,en-us,2015-12-07 10:05:36,5,other,42,0,42.0,1
aurora,0,0,0,1,en-us,2015-12-07 10:08:34,4,google,44,0,44.0a2,0
aurora,0,0,1,1,en-us,2015-12-07 10:08:53,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-07 10:17:06,5,google,43,1,43.0,0
beta,0,1,1,1,en-us,2015-12-07 10:35:29,4,google,43,1,43.0,0
beta,0,0,0,1,en-us,2015-12-07 10:27:13,5,google,43,1,43.0,0
aurora,0,1,0,1,en-us,2015-12-07 10:37:31,5,google,44,1,44.0a2,0
release,0,0,0,1,en-us,2015-12-07 10:38:57,5,other,42,1,42.0,1
beta,0,1,1,1,en-us,2015-12-07 10:40:35,3,google,43,0,43.0,0
beta,0,1,1,1,en-us,2015-12-07 10:44:26,5,google,43,1,43.0,0
release,0,1,0,1,en-us,2015-12-07 11:15:56,5,yahoo,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-07 11:29:24,5,yahoo,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-07 13:15:08,5,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-07 11:43:21,5,google,43,0,43.0,0
release,0,1,0,0,en-us,2015-12-07 11:59:31,5,yahoo,42,1,42.0,0
aurora,0,0,0,1,en-us,2015-12-07 12:00:29,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-07 12:29:21,5,other,42,1,42.0,1
aurora,0,1,1,1,en-us,2015-12-07 12:33:33,4,other,44,0,44.0a2,1
release,0,0,1,1,en-us,2015-12-07 12:38:56,5,other,42,1,42.0,1
beta,0,1,0,1,en-us,2015-12-07 12:44:11,5,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-07 12:45:56,5,other,42,0,42.0,1
release,0,1,0,1,en-us,2015-12-07 12:46:46,1,google,42,1,42.0,0
aurora,0,0,0,1,en-us,2015-12-07 13:25:54,4,google,44,1,44.0a2,0
aurora,0,1,1,0,en-us,2015-12-07 13:38:30,5,google,44,0,44.0a2,0
beta,0,1,1,1,en-us,2015-12-07 13:42:42,5,google,43,1,43.0,0
aurora,0,1,0,0,en-us,2015-12-07 13:46:13,5,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-07 16:53:52,5,google,43,1,43.0,0
release,0,1,0,1,en-gb,2015-12-07 14:14:58,4,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-07 14:16:36,1,google,42,0,42.0,0
release,0,1,1,1,en-us,2015-12-07 14:27:12,4,other,42,0,42.0,1
release,0,1,0,1,en-gb,2015-12-07 14:33:53,3,google,42,1,42.0,0
release,0,1,0,0,en-us,2015-12-07 14:40:55,5,yahoo,42,0,42.0,0
aurora,0,1,0,0,en-us,2015-12-07 14:44:48,4,ddg,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-07 15:15:50,5,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-07 15:30:59,4,google,43,0,43.0,0
aurora,0,1,0,1,en-us,2015-12-07 16:14:44,5,google,44,1,44.0a2,0
nightly,0,1,0,0,en-us,2015-12-08 14:22:52,5,google,45,0,45.0a1,0
