channel,clockSkewed,defaultBrowser,dnt,hasFlash,locale,received,score,searchEngine,series,silverlight,version,usingNonIncludedSearchEngine
beta,0,1,0,1,en-us,2015-12-12 22:15:19,3,google,41,0,41.0,0
aurora,0,0,0,0,en-us,2015-12-12 22:28:01,5,google,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-12 22:31:44,5,google,42,1,42.0,0
aurora,0,1,0,0,en-us,2015-12-12 22:34:39,5,google,44,0,44.0a2,0
release,0,1,1,1,en-us,2015-12-12 22:38:25,5,other,42,1,42.0,1
aurora,0,1,0,1,en-us,2015-12-12 22:56:56,5,google,44,0,44.0a2,0
nightly,0,1,0,1,en-us,2015-12-12 23:11:42,5,google,45,0,45.0a1,0
release,0,1,0,1,en-us,2015-12-12 23:25:02,5,other,42,0,42.0,1
aurora,0,1,0,0,en-us,2015-12-12 23:40:20,1,google,44,0,44.0a2,0
release,0,1,1,1,en-us,2015-12-13 00:05:30,5,google,42,0,42.0,0
aurora,0,0,0,0,en-us,2015-12-13 00:22:21,5,ddg,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-13 00:26:11,5,google,42,0,42.0,0
release,0,1,1,1,en-us,2015-12-13 03:05:26,1,other,42,1,42.0,1
aurora,0,1,1,0,en-us,2015-12-13 03:17:24,5,ddg,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-13 03:25:17,5,google,40,0,40.0,0
aurora,0,1,0,0,en-us,2015-12-13 03:38:21,5,google,44,0,44.0a2,0
aurora,0,0,0,1,en-us,2015-12-13 04:10:02,5,google,44,0,44.0a2,0
release,0,0,0,1,en-us,2015-12-13 04:27:28,4,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-13 04:29:00,5,other,42,1,42.0,1
beta,0,1,0,1,en-us,2015-12-13 04:31:56,5,google,42,0,42.0,0
nightly,0,1,0,1,en-us,2015-12-13 04:48:46,2,google,45,1,45.0a1,0
nightly,0,1,1,1,en-us,2015-12-13 04:55:23,5,google,45,0,45.0a1,0
aurora,0,1,0,1,en-us,2015-12-13 05:00:53,5,google,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-13 04:59:34,5,yahoo,42,1,42.0,0
aurora,0,1,0,1,en-gb,2015-12-13 05:14:23,5,google,44,0,44.0a2,0
aurora,0,0,0,1,en-us,2015-12-13 05:14:40,5,google,44,1,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-13 05:29:10,5,bing,44,1,44.0a2,0
release,0,0,0,1,en-us,2015-12-13 05:15:58,4,other,42,1,42.0,1
beta,0,1,0,1,en-us,2015-12-13 05:17:17,5,google,41,0,41.0,0
nightly,0,1,0,1,en-us,2015-12-13 05:18:39,5,google,45,1,45.0a1,0
release,0,0,0,0,en-us,2015-12-13 05:27:42,5,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-13 05:31:48,5,yahoo,42,1,42.0,0
nightly,0,1,1,1,en-us,2015-12-13 05:44:31,5,google,45,1,45.0a1,0
aurora,0,1,1,1,en-us,2015-12-13 05:41:49,4,ddg,44,1,44.0a2,0
aurora,0,0,0,1,en-us,2015-12-13 05:58:19,5,google,44,1,44.0a2,0
aurora,0,1,1,1,en-us,2015-12-13 06:08:08,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-13 06:05:52,5,other,42,1,42.0,1
aurora,0,1,1,1,en-us,2015-12-13 06:28:13,5,other,44,0,44.0a2,1
aurora,0,1,0,1,en-gb,2015-12-13 07:18:52,3,google,44,0,44.0a2,0
aurora,0,0,0,1,en-us,2015-12-13 07:24:50,5,other,43,0,43.0a2,1
beta,0,0,0,1,en-us,2015-12-13 08:07:29,5,google,41,0,41.0,0
nightly,0,1,0,1,en-us,2015-12-13 08:21:42,4,google,45,0,45.0a1,0
beta,0,0,1,1,en-us,2015-12-13 08:43:16,3,google,43,1,43.0,0
aurora,0,1,1,1,en-us,2015-12-13 08:52:10,5,ddg,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-13 09:06:49,5,google,42,0,42.0,0
aurora,0,0,0,1,en-us,2015-12-13 09:23:46,4,yahoo,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-13 09:43:24,5,google,42,1,42.0,0
aurora,0,0,1,1,en-gb,2015-12-13 09:59:36,3,other,44,0,44.0a2,1
release,0,0,1,1,en-us,2015-12-13 10:09:40,5,other,42,0,42.0,1
release,0,1,1,1,en-us,2015-12-13 10:46:36,4,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-13 11:17:10,4,yahoo,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-13 11:43:10,5,google,42,1,42.0,0
aurora,0,1,1,0,en-us,2015-12-13 12:01:03,5,ddg,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-13 12:08:39,4,other,42,1,42.0,1
release,0,1,0,1,en-us,2015-12-13 12:17:22,4,google,42,1,42.0,0
aurora,0,0,1,1,en-us,2015-12-13 12:22:08,5,google,44,0,44.0a2,0
aurora,0,0,0,1,en-us,2015-12-13 12:28:38,5,other,44,1,44.0a2,1
beta,0,1,0,1,en-us,2015-12-13 12:48:16,2,google,43,1,43.0,0
release,0,1,0,1,en-gb,2015-12-13 12:56:55,5,google,42,0,42.0,0
release,0,0,0,1,en-us,2015-12-13 13:24:42,4,google,42,1,42.0,0
release,0,1,0,0,en-us,2015-12-13 14:04:42,5,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-13 14:13:34,5,yahoo,42,1,42.0,0
aurora,0,0,1,1,en-us,2015-12-13 14:24:06,4,other,44,0,44.0a2,1
release,0,1,1,1,en-us,2015-12-13 14:57:43,5,other,42,0,42.0,1
release,0,1,1,1,en-us,2015-12-13 15:01:36,5,google,42,0,42.0,0
aurora,0,1,1,1,en-us,2015-12-13 15:30:31,5,google,44,0,44.0a2,0
release,0,0,0,1,en-us,2015-12-13 15:36:01,5,other,42,0,42.0,1
release,0,0,0,1,en-us,2015-12-13 15:47:53,3,other,42,0,42.0,1
release,0,1,0,1,en-us,2015-12-13 16:15:58,5,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-13 16:19:59,5,google,43,0,43.0,0
release,0,1,0,0,en-us,2015-12-13 16:27:05,5,other,42,1,42.0,1
release,0,1,0,1,en-us,2015-12-13 16:36:37,4,google,42,0,42.0,0
aurora,0,0,1,1,en-us,2015-12-13 17:01:51,1,bing,44,1,44.0a2,0
beta,0,1,0,0,en-us,2015-12-13 17:55:11,5,google,40,0,40.0,0
release,0,1,0,1,en-us,2015-12-13 17:51:19,4,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-13 18:33:04,1,google,42,1,42.0,0
aurora,0,1,0,1,en-us,2015-12-13 18:52:50,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-13 19:50:51,5,google,42,0,42.0,0
aurora,0,0,0,1,en-us,2015-12-13 20:53:02,5,google,44,0,44.0a2,0
release,0,1,1,1,en-us,2015-12-13 20:59:12,5,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-13 21:08:50,5,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-13 21:25:28,3,google,43,0,43.0,0
aurora,0,1,0,1,en-us,2015-12-13 21:29:17,5,google,44,0,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-13 22:09:17,4,google,44,1,44.0a2,0
release,0,0,1,1,en-us,2015-12-13 22:22:34,5,bing,42,1,42.0,0
nightly,0,0,0,1,en-us,2015-12-13 22:32:51,5,google,45,1,45.0a1,0
release,0,1,0,1,en-us,2015-12-13 22:42:00,3,google,42,1,42.0,0
beta,0,1,1,1,en-us,2015-12-13 22:48:34,5,google,42,0,42.0,0
aurora,0,0,1,0,en-us,2015-12-13 22:54:23,1,google,44,0,44.0a2,0
beta,0,1,0,0,en-us,2015-12-13 22:56:43,5,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-13 23:20:05,4,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-13 23:49:16,5,other,43,1,43.0,1
aurora,0,0,0,1,en-us,2015-12-14 00:08:32,5,google,44,1,44.0a2,0
nightly,0,1,0,1,en-us,2015-12-14 00:29:00,5,google,45,1,45.0a1,0
aurora,0,1,0,1,en-us,2015-12-14 00:47:04,5,google,44,0,44.0a2,0
release,0,0,0,0,en-us,2015-12-14 00:54:32,4,google,40,0,40.0.3,0
release,0,1,0,1,en-us,2015-12-14 01:12:14,5,yahoo,42,0,42.0,0
aurora,0,1,0,1,en-us,2015-12-14 01:55:21,5,google,44,0,44.0a2,0
beta,0,0,0,0,en-us,2015-12-14 02:01:36,5,other,43,1,43.0,1
release,0,0,0,1,en-us,2015-12-14 02:12:02,5,google,42,0,42.0,0
beta,0,0,0,1,en-us,2015-12-14 02:18:28,5,google,41,0,41.0,0
release,0,1,0,1,en-gb,2015-12-14 02:31:19,5,google,42,0,42.0,0
release,0,0,0,0,en-us,2015-12-14 02:38:23,5,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-14 03:14:06,4,google,42,1,42.0,0
aurora,0,1,0,0,en-us,2015-12-14 03:41:52,5,google,44,0,44.0a2,0
release,0,0,1,1,en-us,2015-12-14 03:49:54,5,other,42,0,42.0,1
release,0,1,1,1,en-us,2015-12-14 04:24:01,4,bing,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-14 04:42:34,4,google,42,0,42.0,0
nightly,0,0,1,1,en-us,2015-12-14 05:03:29,5,google,45,0,45.0a1,0
aurora,0,1,0,0,en-us,2015-12-14 05:36:44,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-14 05:34:42,1,yahoo,42,1,42.0,0
beta,0,1,0,0,en-us,2015-12-14 05:35:16,5,google,42,1,42.0,0
nightly,0,0,1,1,en-us,2015-12-14 05:38:10,5,yahoo,45,0,45.0a1,0
aurora,0,1,0,0,en-us,2015-12-14 06:18:05,4,other,44,0,44.0a2,1
beta,0,1,0,0,en-us,2015-12-14 06:15:18,3,google,43,1,43.0,0
aurora,0,1,1,1,en-us,2015-12-14 06:18:00,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-14 06:19:55,4,yahoo,42,1,42.0,0
release,0,1,0,0,en-us,2015-12-14 06:28:33,5,yahoo,42,1,42.0,0
aurora,0,1,0,1,en-us,2015-12-14 06:39:44,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-14 06:37:02,3,google,42,1,42.0,0
aurora,0,0,0,0,en-us,2015-12-14 06:54:13,5,google,44,0,44.0a2,0
aurora,0,1,1,1,en-us,2015-12-14 07:06:44,1,google,44,0,44.0a2,0
release,0,1,1,1,en-us,2015-12-14 07:08:52,5,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-14 07:09:52,4,other,42,0,42.0,1
beta,0,0,0,1,en-us,2015-12-14 07:17:58,5,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-14 07:19:53,5,google,42,0,42.0,0
aurora,0,0,0,1,en-us,2015-12-14 07:21:06,5,google,44,1,44.0a2,0
release,0,0,0,1,en-us,2015-12-14 07:22:05,5,google,42,1,42.0,0
nightly,0,1,0,1,en-us,2015-12-14 07:43:42,4,google,45,1,45.0a1,0
aurora,0,0,0,1,en-us,2015-12-14 09:32:25,4,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-14 08:01:51,5,yahoo,42,1,42.0,0
release,0,1,1,1,en-us,2015-12-14 08:12:31,5,google,42,1,42.0,0
release,0,0,0,1,en-us,2015-12-14 08:19:55,4,yahoo,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-14 08:32:33,5,other,42,0,42.0,1
aurora,0,1,0,1,en-us,2015-12-14 08:36:48,3,ddg,44,1,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-14 09:03:36,5,google,44,1,44.0a2,0
aurora,0,0,0,0,en-us,2015-12-14 09:16:52,5,google,44,1,44.0a2,0
nightly,0,1,0,0,en-us,2015-12-15 04:07:36,4,google,45,0,45.0a1,0
release,0,1,0,1,en-us,2015-12-14 09:48:41,3,google,42,1,42.0,0
nightly,0,1,0,0,en-us,2015-12-14 09:56:45,5,google,45,0,45.0a1,0
beta,0,0,0,0,en-us,2015-12-14 09:57:44,5,google,42,0,42.0,0
release,0,0,1,1,en-us,2015-12-14 10:00:41,3,google,42,0,42.0,0
aurora,0,1,0,1,en-us,2015-12-14 10:12:18,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-14 10:24:58,1,google,43,0,43.0,0
nightly,0,1,1,1,en-us,2015-12-14 10:25:26,5,google,45,0,45.0a1,0
release,0,1,0,1,en-us,2015-12-14 10:27:26,5,other,42,0,42.0,1
beta,0,1,1,1,en-us,2015-12-14 10:40:29,5,google,41,0,41.0,0
nightly,0,0,1,1,en-us,2015-12-14 10:54:28,5,google,45,1,45.0a1,0
aurora,0,0,0,1,en-us,2015-12-14 11:13:08,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-14 11:19:34,5,yahoo,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-14 11:21:32,5,google,42,0,42.0,0
release,0,1,1,1,en-us,2015-12-14 11:31:40,5,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-14 12:30:51,5,google,42,0,42.0,0
release,0,0,0,1,en-us,2015-12-14 12:35:39,2,yahoo,42,0,42.0,0
nightly,0,1,0,1,en-us,2015-12-14 12:35:50,4,google,45,1,45.0a1,0
aurora,0,0,1,0,en-us,2015-12-14 12:38:36,5,google,44,1,44.0a2,0
release,0,0,0,1,en-us,2015-12-14 13:12:36,5,yahoo,42,1,42.0,0
aurora,0,1,1,1,en-us,2015-12-14 13:17:40,5,google,44,0,44.0a2,0
release,0,1,1,1,en-us,2015-12-14 13:22:37,4,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-14 13:31:16,5,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-14 14:02:25,5,google,42,0,42.0,0
aurora,0,0,0,1,en-us,2015-12-14 14:46:42,2,google,44,0,44.0a2,0
aurora,0,1,1,1,en-us,2015-12-14 17:02:02,5,other,44,1,44.0a2,1
release,0,1,0,1,en-us,2015-12-14 17:20:02,1,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-14 17:21:58,4,google,42,1,42.0,0
aurora,0,1,0,0,en-us,2015-12-14 17:34:22,5,google,44,0,44.0a2,0
beta,0,1,0,0,en-us,2015-12-14 18:41:13,5,google,43,0,43.0,0
aurora,0,0,0,1,en-us,2015-12-14 18:44:49,5,google,44,0,44.0a2,0
aurora,0,0,1,0,en-us,2015-12-14 19:08:46,5,google,44,0,44.0a2,0
release,0,0,0,1,en-us,2015-12-14 19:43:03,3,google,42,1,42.0,0
release,0,0,0,1,en-us,2015-12-14 20:44:16,5,google,42,0,42.0,0
aurora,0,1,0,1,en-us,2015-12-14 21:21:01,3,other,44,1,44.0a2,1
aurora,0,1,0,1,en-gb,2015-12-14 21:22:26,5,google,44,1,44.0a2,0
aurora,0,1,0,0,en-us,2015-12-14 22:03:57,5,google,44,1,44.0a2,0
nightly,0,1,1,1,en-us,2015-12-14 22:40:10,4,google,45,0,45.0a1,0
aurora,0,0,0,1,en-us,2015-12-15 04:51:39,5,other,44,0,44.0a2,1
aurora,0,0,0,1,en-us,2015-12-15 00:02:07,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-15 00:10:13,4,google,42,0,42.0,0
nightly,0,1,1,1,en-us,2015-12-15 00:13:02,5,google,46,0,46.0a1,0
release,0,0,0,0,en-us,2015-12-15 00:14:05,5,google,42,0,42.0,0
release,0,0,1,0,en-us,2015-12-15 00:21:41,5,other,42,0,42.0,1
release,0,1,0,1,en-us,2015-12-15 00:26:37,3,google,41,1,41.0.2,0
aurora,0,0,0,1,en-us,2015-12-15 00:42:44,4,google,44,1,44.0a2,0
release,0,0,0,1,en-us,2015-12-15 00:53:47,5,yahoo,42,0,42.0,0
aurora,0,0,1,1,en-us,2015-12-15 00:59:18,4,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-15 01:24:56,5,google,43,0,43.0,0
aurora,0,0,0,1,en-us,2015-12-15 01:37:21,5,google,44,1,44.0a2,0
aurora,0,1,1,1,en-gb,2015-12-15 01:50:20,5,ddg,44,1,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-15 02:03:31,5,google,44,1,44.0a2,0
beta,0,0,0,1,en-us,2015-12-15 02:02:06,4,other,40,0,40.0,1
beta,0,1,1,1,en-us,2015-12-15 02:56:44,4,ddg,43,1,43.0,0
release,0,1,0,1,en-us,2015-12-15 03:03:02,5,google,42,0,42.0,0
release,0,0,0,1,en-us,2015-12-15 03:04:23,5,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-15 03:26:30,5,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-15 03:48:34,5,google,40,0,40.0,0
beta,0,0,0,0,en-us,2015-12-15 03:52:33,4,google,43,1,43.0,0
release,0,1,0,1,en-us,2015-12-15 03:41:59,5,other,42,1,42.0,1
aurora,0,0,1,1,en-us,2015-12-15 04:04:32,5,google,44,1,44.0a2,0
release,0,0,1,1,en-us,2015-12-15 04:21:33,5,other,42,0,42.0,1
beta,0,1,0,0,en-us,2015-12-15 04:32:05,1,other,42,0,42.0,1
release,0,0,0,0,en-us,2015-12-15 04:43:11,5,other,42,0,42.0,1
nightly,0,0,1,1,en-us,2015-12-15 05:54:11,5,ddg,46,1,46.0a1,0
aurora,0,0,0,0,en-us,2015-12-15 05:13:23,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-15 05:23:12,4,yahoo,42,0,42.0,0
beta,0,0,0,1,en-us,2015-12-15 05:35:00,3,google,43,0,43.0,0
nightly,0,1,0,1,en-us,2015-12-15 05:49:01,5,google,45,1,45.0a1,0
aurora,0,1,0,1,en-us,2015-12-15 06:02:55,5,google,44,1,44.0a2,0
aurora,0,0,0,1,en-us,2015-12-15 06:19:56,5,google,44,1,44.0a2,0
nightly,0,0,1,1,en-us,2015-12-15 06:28:09,3,google,45,1,45.0a1,0
beta,0,1,0,1,en-us,2015-12-15 06:30:53,5,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-15 06:34:02,5,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-15 06:35:05,4,google,42,0,42.0,0
release,0,1,1,0,en-gb,2015-12-15 06:36:57,5,google,42,1,42.0,0
release,0,1,1,1,en-gb,2015-12-15 06:38:24,4,other,42,0,42.0,1
beta,0,0,0,0,en-us,2015-12-15 06:55:50,5,google,43,0,43.0,0
release,0,0,0,1,en-us,2015-12-15 07:07:27,5,google,42,0,42.0,0
nightly,0,1,0,1,en-us,2015-12-15 07:35:37,3,google,46,1,46.0a1,0
aurora,0,1,1,1,en-us,2015-12-15 07:37:35,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-15 07:44:03,5,google,43,1,43.0,0
release,0,1,0,1,en-us,2015-12-15 08:41:50,5,ddg,42,0,42.0,0
release,0,1,1,1,en-us,2015-12-15 08:57:13,5,google,42,1,42.0,0
aurora,0,1,0,1,en-gb,2015-12-15 09:09:30,5,google,44,1,44.0a2,0
nightly,0,1,1,1,en-us,2015-12-15 09:12:12,5,google,45,0,45.0a1,0
release,0,1,0,1,en-us,2015-12-15 09:45:35,5,google,42,1,42.0,0
release,0,0,0,1,en-us,2015-12-15 09:51:58,5,google,42,0,42.0,0
